Instance, Best_Cost
setcover-sts-data.405.wcnf.xz,336
fault-diagnosis-s38417_nan_explicit_6_0.wcnf.xz,61
vpa-UAutomizer_cll_search-alloca_false-termination.c.i_Abstraction1.wcnf.xz,1363
vpa-UAutomizer_array08_alloca_true-termination.c.i_Abstraction1.wcnf.xz,883
ramsey-ram_k4_n11.ra0.wcnf.xz,0
rna-alignment-random-same-7.rna.pre.wcnf.xz,272
optic-gen_cvc-add3-opt-bw3_299.wcnf.xz,624
logic-synthesis-normalized-count.b.opb.msat.wcnf.xz,24
mqc-10tree305p.wcnf.xz,10
scheduling-cnf_12_center.wcnf.xz,237
optic-gen_cvc-plus_4_991.wcnf.xz,54
optic-gen_mult_5_5_9999.wcnf.xz,500
privilege-escalation-cloud_access_control_repair_task-161.wcnf.xz,0
privilege-escalation-cloud_access_control_repair_task-163.wcnf.xz,9
causal-discovery_wt-causal_Water_7_380.wcnf.xz,414473
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf.xz,174
ramsey_wt-ram_k3_n12.ra1.wcnf.xz,524
mpmcs_wt-test9--n-2500.wcnf.xz,4301
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68.wcnf.xz,9
MinimumWeightDominatingSetProblem_wt-sc-rel9.wcnf.xz,11193466
max-realizability_wt-power-distribution_11_7.wcnf.xz,126
IMLIB-ionosphere_40_19_8_2_2_5.wcnf.xz,0
upgradeability_wt-rand196_l2.wcnf.xz,2285302
qcp_wt-file_qc_wcnf_N7_H29_2.wcnf.xz,2
MinimumWeightDominatingSetProblem_wt-rgg_n_2_24_s0.wcnf.xz,33573460
preference_planning_wt-WCNF_storage_p06.wcnf.xz,173
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N400.wcnf.xz,33004266
timetabling_wt-test2.wcnf.xz,0
lisbon-wedding_wt-lisbon-wedding-5-19.wcnf.xz,805
mpmcs_wt-test2--n-2500.wcnf.xz,464771733
af-synthesis_wt-af-synthesis_stb_50_40_6.wcnf.xz,115
tcp_wt-tcp_students_112_it_7.wcnf.xz,3513
timetabling_wt-comp19.wcnf.xz,57
rna-alignment_wt-k100-13-40.rna.pre.wcnf.xz,1723
pseudoBoolean_wt-normalized-factor-size=9-P=89-Q=487.opb.wcnf.xz,89
rna-alignment_wt-random-dif-13.rna.pre.wcnf.xz,604
MinimumWeightDominatingSetProblem_wt-delaunay_n24.wcnf.xz,205096864
planning-bnn-inventory_4_8.wcnf.xz,17
mpmcs_wt-test24--n-5000.wcnf.xz,793
spot5_wt-414.wcsp.dir.wcnf.xz,38478
preference_planning_wt-WCNF_pathways_p18.wcnf.xz,228
max-realizability_wt-power-distribution_12_7.wcnf.xz,216
ramsey_wt-ram_k4_n15.ra1.wcnf.xz,0
upgradeability_wt-mancoosi-test-i4000d0u98-92.wcnf.xz,723402933
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_3.wcnf.xz,50007681202
mpe_wt-random-net-220-1_network-1.net.wcnf.xz,216418
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_TRANSITIVE_N120.wcnf.xz,5072948
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf.xz,124
BTBNSL_wt-Rounded_BTWBNSL_Wine_TWBound_3.wcnf.xz,127107900
ITC-middle-pu-d5-spr17.wcnf.xz,0
max-realizability_wt-power-distribution_9_4.wcnf.xz,18
quantum-circuit-qpeinexact_5_26_ibmq-casablanca_7.wcnf.xz,15
BTBNSL_wt-Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_3.wcnf.xz,2247205740
pseudoBoolean_wt-normalized-factor-size=9-P=353-Q=479.opb.wcnf.xz,353
preference_planning_wt-WCNF_trucks_p01.wcnf.xz,0
relational-inference_wt-pa-1.wcnf.xz,820
mpe_wt-random-net-30-3_network-8.net.wcnf.xz,26361
spot5_wt-5.wcsp.dir.wcnf.xz,261
pseudoBoolean_wt-normalized-factor-size=9-P=223-Q=307.opb.wcnf.xz,223
auctions_wt-cat_sched_60_160_0004.txt.wcnf.xz,116193
synplicate-AutoTaxi-run1-ms_0_80_0.9099099099099099_erm.wcnf.xz,184
setcover_wt-rail516.wcnf.xz,182
synplicate_new-synplicate_synthetic_dag_run2_13_size_11_ms_26_50_0_erm.wcnf.xz,567
CSG_wt-CSGNaive60-60-53.wcnf.xz,9829
synplicate-AutoTaxi-run2-ms_0_59_0.9429429429429429_erm.wcnf.xz,201
ITC-middle-muni-pdf-spr16c.wcnf.xz,0
planning_wt-mprime01bc.wcsp.wcnf.xz,284
drmx-cryptogen_wt-geffe128_3.wcnf.xz,814
af-synthesis_wt-af-synthesis_stb_50_40_0.wcnf.xz,111
mpmcs_wt-test4--n-2500.wcnf.xz,238
ITC-early-muni-fsps-spr17.wcnf.xz,0
quantum-circuit-qgan_6_15_ibmq-casablanca_7.wcnf.xz,24
IMLIB-transfusion_85_7_8_1_2_5.wcnf.xz,5
causal-discovery_wt-causal_Bands_6_277.wcnf.xz,91349
protein_ins_wt-sandiaprotein.g.wcnf.t.wcnf.xz,2248
mpmcs_wt-test32--n-5000.wcnf.xz,63984958
mpmcs_wt-test22--n-5000.wcnf.xz,641968767
css-refactoring_wt-ebay.dimacs.wcnf.xz,123941
timetabling_wt-comp10.wcnf.xz,4
IMLIB-transfusion_85_41_8_1_2_5.wcnf.xz,0
frb_wt-frb15-9-4.wcnf.xz,120
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N360.wcnf.xz,15658391
metro_wt-inst2.lp.sm-extracted.wcnf.xz,97
judgment-aggregation-ja-kemeny-preflib-00049-00000454.wcnf.xz,631
warehouses_wt-cap71.wcsp.wcnf.xz,9326144
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80.wcnf.xz,12
synplicate_new-synplicate_synthetic_dag_run2_10_size_11_ms_26_50_0_erm.wcnf.xz,518
rna-alignment_wt-random-same-25.rna.pre.wcnf.xz,224
judgment-aggregation-ja-kemeny-preflib-00049-00000300.wcnf.xz,776
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf.xz,7176694
BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_4.wcnf.xz,274907339
dalculus_wt-f49-DC_TotalLoss.seq-B-2-2-irEDCBA.wcnf.xz,14779157155
synplicate_new-synplicate_synthetic_dag_run2_11_size_10_ms_26_50_0_erm.wcnf.xz,400
upgradeability_wt-mancoosi-test-i40d0u98-7.wcnf.xz,1780807
mpe_wt-random-net-60-2_network-2.net.wcnf.xz,55787
lisbon-wedding_wt-lisbon-wedding-8-17.wcnf.xz,395
setcover_wt-rail2536.wcnf.xz,724
ramsey_wt-ram_k3_n11.ra1.wcnf.xz,318
dalculus_wt-f49-DC_TotalLoss.seq-A-2-combined-irabcde.wcnf.xz,14735114187
IMLIB-depressed_81_48_16_1_7_5.wcnf.xz,6
dalculus_wt-f49-DC_TotalLoss.seq-B-2-combined-irabcde.wcnf.xz,14734224771
synplicate-AutoTaxi-run3-ms_0_86_0.85_erm.wcnf.xz,171
tcp_wt-tcp_students_98_it_12.wcnf.xz,2994
IMLIB-pima_44_27_16_1_6_5.wcnf.xz,2
planning-bnn-inventory_4_7.wcnf.xz,15
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.7_7.wcnf.xz,160970
planning-bnn-inventory_2_5.wcnf.xz,9
metro_wt-metro_9_9_10_35_13_7_500_2_2.lp.sm-extracted.wcnf.xz,32
mpe_wt-random-net-280-1_network-6.net.wcnf.xz,266333
lisbon-wedding_wt-lisbon-wedding-7-18.wcnf.xz,420
mpmcs_wt-test18--n-2500.wcnf.xz,130484455
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_TRANSITIVE_N270.wcnf.xz,15714757
planning_wt-driverlog08c.wcsp.wcnf.xz,2220
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_6.wcnf.xz,267394
frb_wt-frb25-13-2.wcnf.xz,300
frb_wt-frb40-19-3.wcnf.xz,720
css-refactoring_wt-dblp.dimacs.wcnf.xz,25014
tcp_wt-tcp_students_91_it_13.wcnf.xz,2730
planning-bnn-inventory_2_7.wcnf.xz,18
causal-discovery_wt-causal_n5_i5_N10000_uai13_log_int.wcnf.xz,46030289
mpe_wt-random-net-60-3_network-7.net.wcnf.xz,51691
metro_wt-metro_8_8_5_20_10_6_500_1_9.lp.sm-extracted.wcnf.xz,105
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.1_1.wcnf.xz,38388
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100.wcnf.xz,20
qcp_wt-file_qc_wcnf_N7_H29_1.wcnf.xz,2
spot5_wt-414.wcsp.log.wcnf.xz,38478
af-synthesis_wt-af-synthesis_stb_50_20_4.wcnf.xz,117
quantum-circuit-su2random_4_18_ibmq-casablanca_7.wcnf.xz,24
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_58.wcnf.xz,0
drmx-cryptogen_wt-geffe128_2.wcnf.xz,800
planning-bnn-inventory_2_6.wcnf.xz,16
tcp_wt-tcp_students_112_it_10.wcnf.xz,3624
auctions_wt-cat_sched_60_160_0001.txt.wcnf.xz,72012
ITC-middle-agh-ggos-spr17.wcnf.xz,0
causal-discovery_wt-causal_Horse.23_7_300.wcnf.xz,98964
haplotyping-pedigrees_wt-ped2.B.recomb1-0.01-3.wcnf.xz,6
ITC-late-iku-spr18.wcnf.xz,0
preference_planning_wt-WCNF_trucks_p05.wcnf.xz,0
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_6_ms_0_25_0_erm.wcnf.xz,336
judgment-aggregation-ja-kemeny-preflib-00049-00000468.wcnf.xz,548
quantum-circuit-grover-noancilla_4_52_ibmq-casablanca_7.wcnf.xz,27
lisbon-wedding_wt-lisbon-wedding-9-18.wcnf.xz,395
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf.xz,122
pseudoBoolean_wt-normalized-factor-size=9-P=439-Q=509.opb.wcnf.xz,439
rna-alignment_wt-random-dif-19.rna.pre.wcnf.xz,432
ramsey_wt-ram_k4_n16.ra1.wcnf.xz,0
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66.wcnf.xz,4
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_54.wcnf.xz,0
lisbon-wedding_wt-lisbon-wedding-10-18.wcnf.xz,378
synplicate-AutoTaxi-run3-ms_0_80_0.89_erm.wcnf.xz,173
setcover_wt-rail582.wcnf.xz,213
metro_wt-metro_9_8_7_22_10_6_500_1_1.lp.sm-extracted.wcnf.xz,52
causal-discovery_wt-causal_hailfinder_7_100.wcnf.xz,2036684
drmx-cryptogen_wt-geffe128_9.wcnf.xz,812
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_11_ms_0_25_0_erm.wcnf.xz,224
spot5_wt-1407.wcsp.log.wcnf.xz,459571
abstraction-refinement_wt-polysite-bloat.wcnf.xz,39
ramsey_wt-ram_k4_n7.ra1.wcnf.xz,0
MinimumWeightDominatingSetProblem_wt-channel-500x100x100-b050.wcnf.xz,26428471
haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-13.wcnf.xz,40755
spot5_wt-1405.wcsp.dir.wcnf.xz,459420
quantum-circuit-portfoliovqe_4_18_rigetti-agave_8.wcnf.xz,33
synplicate_new-synplicate_synthetic_dag_run2_12_size_8_ms_26_50_0_erm.wcnf.xz,413
haplotyping-pedigrees_wt-ped2.G.recomb10-0.01-3.wcnf.xz,47737
quantum-circuit-qaoa_4_16_ibmq-casablanca_7.wcnf.xz,12
max-realizability_wt-power-distribution_3_8.wcnf.xz,1
synplicate_new-synplicate_synthetic_dag_run2_16_size_9_ms_26_50_0_erm.wcnf.xz,398
CSG_wt-CSG140-140-6.wcnf.xz,52385
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200.wcnf.xz,107
causal-discovery_wt-causal_n7_i5_N10000_uai14_log_int.wcnf.xz,20711646820
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.7_0.wcnf.xz,169656
judgment-aggregation-ja-kemeny-preflib-00049-00000287.wcnf.xz,782
spot5_wt-29.wcsp.dir.wcnf.xz,8059
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.3_9.wcnf.xz,92485
timetabling_wt-comp07.lp.sm-extracted.wcnf.xz,3
judgment-aggregation-ja-kemeny-preflib-00049-00000377.wcnf.xz,647
synplicate-TheoremProver-run3-ms_0_74_0.8488188976377953_erm.wcnf.xz,284
haplotyping-pedigrees_wt-ped3.G.recomb10-0.10-9.wcnf.xz,15407
mpe_wt-random-net-20-3_network-7.net.wcnf.xz,19031
spot5_wt-509.wcsp.dir.wcnf.xz,36446
metro_wt-metro_9_8_7_30_10_6_500_1_6.lp.sm-extracted.wcnf.xz,31
protein_ins_wt-1knt_.5pti_.g.wcnf.t.wcnf.xz,2208
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_5.wcnf.xz,259
ITC-late-tg-spr18.wcnf.xz,0
rna-alignment_wt-k100-44-65.rna.pre.wcnf.xz,1759
mpe_wt-random-net-120-1_network-9.net.wcnf.xz,109910
max-realizability_wt-power-distribution_1_7.wcnf.xz,3
synplicate-TheoremProver-run1-ms_0_92_0.8272727272727273_erm.wcnf.xz,297
preference_planning_wt-WCNF_storage_p01.wcnf.xz,3
CSG_wt-CSGNaive140-140-6.wcnf.xz,56309
causal-discovery_wt-causal_n7_i8_N500_uai14_log_int.wcnf.xz,11486104693
BTBNSL_wt-Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_3.wcnf.xz,1326413815
frb_wt-frb10-6-5.wcnf.xz,50
judgment-aggregation-ja-kemeny-preflib-00049-00000614.wcnf.xz,792
ITC-early-tg-fal17.wcnf.xz,0
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_10_ms_0_25_0_erm.wcnf.xz,182
qcp_wt-file_qc_wcnf_N9_H48_4.wcnf.xz,2
preference_planning_wt-WCNF_pathways_p11.wcnf.xz,118
frb_wt-frb20-11-1.wcnf.xz,200
decision-tree-australian-credit-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf.xz,390
frb_wt-frb35-17-3.wcnf.xz,560
lisbon-wedding_wt-lisbon-wedding-10-17.wcnf.xz,377
tcp_wt-tcp_students_91_it_14.wcnf.xz,2208
judgment-aggregation-ja-kemeny-preflib-00049-00000107.wcnf.xz,423
abstraction-refinement_wt-polysite-hsqldb.wcnf.xz,172382
metro_wt-metro_8_8_5_20_10_6_500_1_2.lp.sm-extracted.wcnf.xz,91
upgradeability_wt-mancoosi-test-i4000d0u98-93.wcnf.xz,678268636
lisbon-wedding_wt-lisbon-wedding-4-17.wcnf.xz,803
IMLIB-pima_44_13_16_1_6_5.wcnf.xz,4
protein_ins_wt-1knt_.1bpi_.g.wcnf.t.wcnf.xz,2464
dalculus_wt-f1-DataDisplay_0_order4.seq-B-3-combined-EDCBAir.wcnf.xz,6029693
auctions_wt-cat_paths_60_90_0005.txt.wcnf.xz,63761
lisbon-wedding_wt-lisbon-wedding-5-17.wcnf.xz,802
pseudoBoolean_wt-normalized-factor-size=9-P=59-Q=419.opb.wcnf.xz,59
IMLIB-depressed_81_62_16_1_7_5.wcnf.xz,4
judgment-aggregation-ja-kemeny-preflib-00049-00000353.wcnf.xz,554
af-synthesis_wt-af-synthesis_stb_50_200_5.wcnf.xz,102
CSG_wt-CSG150-150-55.wcnf.xz,27533
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N320.wcnf.xz,19715422
planning_wt-logistics01c.wcsp.wcnf.xz,8865
MaxSATQueriesinInterpretableClassifiers_wt-ionosphere_test_9_DNF_1_15.wcnf.xz,10
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N220.wcnf.xz,13890288
causal-discovery_wt-causal_n5_i10_N500_uai13_log_int.wcnf.xz,75755143
max-realizability_wt-power-distribution_8_2.wcnf.xz,40
MaxSATQueriesinInterpretableClassifiers_wt-compas_train_2_CNF_3_15.wcnf.xz,31514
planning_wt-bwt5c.wcsp.wcnf.xz,800
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_2.wcnf.xz,296197
auctions_wt-cat_sched_60_100_0005.txt.wcnf.xz,56308
css-refactoring_wt-archlinux.dimacs.wcnf.xz,11744
protein_ins_wt-3ebx_.6ebx_.g.wcnf.t.wcnf.xz,1740
timetabling_wt-comp09.wcnf.xz,96
judgment-aggregation-ja-kemeny-preflib-00051-00000009.wcnf.xz,633
auctions_wt-cat_sched_60_190_0002.txt.wcnf.xz,90463
tcp_wt-tcp_students_112_it_5.wcnf.xz,3366
planning_wt-zenotravel02c.wcsp.dir.wcnf.xz,2485
IMLIB-pima_44_42_15_1_6_5.wcnf.xz,4
mpmcs_wt-test29--n-5000.wcnf.xz,378308687
mpmcs_wt-test34--n-5000.wcnf.xz,424495269
haplotyping-pedigrees_wt-ped3.D.recomb10-0.20-15.wcnf.xz,689
CSG_wt-CSGNaive150-150-55.wcnf.xz,30495
haplotyping-pedigrees_wt-ped2.G.recomb5-0.01-3.wcnf.xz,31442
mpmcs_wt-test60--n-7500.wcnf.xz,14066
rna-alignment_wt-random-same-22.rna.pre.wcnf.xz,309
abstraction-refinement_wt-downcast-hsqldb.wcnf.xz,30207
rna-alignment_wt-random-dif-5.rna.pre.wcnf.xz,730
drmx-cryptogen_wt-wolfram80_7.wcnf.xz,11440
abstraction-refinement_wt-polysite-xalan.wcnf.xz,114620
tcp_wt-tcp_students_91_it_6.wcnf.xz,2877
auctions_wt-cat_reg_60_220_0002.txt.wcnf.xz,189259
upgradeability_wt-mancoosi-test-i10d0u98-0.wcnf.xz,1780760
abstraction-refinement_wt-polysite-pmd.wcnf.xz,188398
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2.wcnf.xz,177
planning_wt-zenotravel02cc.wcsp.dir.wcnf.xz,742
IMLIB-transfusion_85_29_8_1_2_5.wcnf.xz,0
pseudoBoolean_wt-normalized-factor-size=9-P=331-Q=379.opb.wcnf.xz,331
quantum-circuit-qftentangled_4_39_rigetti-agave_8.wcnf.xz,18
timetabling_wt-comp04.lp.sm-extracted.wcnf.xz,18
dalculus_wt-f49-DC_TotalLoss.seq-B-3-1-abcdeir.wcnf.xz,1140346276
tcp_wt-tcp_students_98_it_8.wcnf.xz,2727
ITC-late-mary-fal18.wcnf.xz,0
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N200.wcnf.xz,12826525
spot5_wt-42.wcsp.dir.wcnf.xz,155050
qcp_wt-file_qc_wcnf_N9_H48_1.wcnf.xz,2
auctions_wt-cat_reg_60_150_0004.txt.wcnf.xz,113503
pseudoBoolean_wt-normalized-factor-size=9-P=149-Q=167.opb.wcnf.xz,149
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4.wcnf.xz,77
af-synthesis_wt-af-synthesis_stb_50_160_1.wcnf.xz,108
pseudoBoolean_wt-normalized-factor-size=9-P=157-Q=181.opb.wcnf.xz,157
BTBNSL_wt-Rounded_BTWBNSL_alarm_100_1_3.scores_TWBound_3.wcnf.xz,136550600
synplicate-BankLoan-run4-ms_0_59_0.9325657894736842_erm.wcnf.xz,257
correlation-clustering_wt-Rounded_CorrelationClustering_Orl_BINARY_N300_D0.200.wcnf.xz,4355327
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_10_ms_0_25_0_erm.wcnf.xz,574
MaxSATQueriesinInterpretableClassifiers_wt-heart_train_8_CNF_2_5.wcnf.xz,188
ITC-early-agh-ggis-spr17.wcnf.xz,0
drmx-cryptogen_wt-wolfram80_8.wcnf.xz,11440
synplicate-AutoTaxi-run2-ms_0_50_0.9429429429429429_erm.wcnf.xz,210
planning_wt-bwt3cc.wcsp.wcnf.xz,177
max-realizability_wt-power-distribution_3_7.wcnf.xz,1
causal-discovery_wt-causal_Diabetes_8_1000.wcnf.xz,54543894
CSG_wt-CSG40-40-95.wcnf.xz,8847
synplicate_new-synplicate_complete_tree_arity5_feature_3_size_7_ms_0_25_0_erm.wcnf.xz,472
decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf.xz,309
rna-alignment_wt-random-same-12.rna.pre.wcnf.xz,597
max-realizability_wt-power-distribution_4_4.wcnf.xz,6
pseudoBoolean_wt-normalized-factor-size=9-P=79-Q=257.opb.wcnf.xz,79
warehouses_wt-warehouse0.wcsp.wcnf.xz,328
causal-discovery_wt-causal_n7_i8_N10000_uai14_log_int.wcnf.xz,11486104693
relational-inference_wt-ar-1.wcnf.xz,25062
BTBNSL_wt-Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_3.wcnf.xz,170618001
IMLIB-transfusion_85_8_8_1_2_5.wcnf.xz,2
dalculus_wt-f49-DC_TotalLoss.seq-A-3-1-EDCBAir.wcnf.xz,119565855313
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N250.wcnf.xz,14210092
haplotyping-pedigrees_wt-ped2.G.recomb10-0.10-9.wcnf.xz,47741
ramsey_wt-ram_k3_n17.ra1.wcnf.xz,10372
rna-alignment_wt-k100-40-52.rna.pre.wcnf.xz,1861
causal-discovery_wt-causal_Mildew_8_1000.wcnf.xz,69443335
timetabling_wt-comp21.wcnf.xz,80
af-synthesis_wt-af-synthesis_stb_50_200_0.wcnf.xz,124
af-synthesis_wt-af-synthesis_stb_50_120_5.wcnf.xz,114
metro_wt-metro_9_8_7_22_10_6_500_1_9.lp.sm-extracted.wcnf.xz,52
planning_wt-driverlog01cc.wcsp.wcnf.xz,1117
spot5_wt-1502.wcsp.log.wcnf.xz,28042
qcp_wt-file_qc_wcnf_N6_H21_1.wcnf.xz,2
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.4_0.wcnf.xz,123081
tcp_wt-tcp_students_98_it_11.wcnf.xz,2694
BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_3.wcnf.xz,274985739
css-refactoring_wt-youtube.dimacs.wcnf.xz,227167
judgment-aggregation-ja-kemeny-preflib-00051-00000011.wcnf.xz,694
quantum-circuit-realamprandom_4_72_rigetti-agave_8.wcnf.xz,36
synplicate_new-synplicate_synthetic_dag_run1_17_size_5_ms_0_25_0_erm.wcnf.xz,66
abstraction-refinement_wt-downcast-antlr.wcnf.xz,76250
quantum-circuit-graphstate_6_6_rigetti-agave_8.wcnf.xz,6
timetabling_wt-EA12.lp.sm-extracted.wcnf.xz,2
84ce7f24944e5cb0bca75e1573cbdbd9.wcnf.xz,19
max-realizability_wt-power-distribution_10_5.wcnf.xz,60
MinimumWeightDominatingSetProblem_wt-web-wikipedia2009.wcnf.xz,26848127
IMLIB-transfusion_85_46_8_1_2_5.wcnf.xz,0
haplotyping-pedigrees_wt-ped2.G.recomb1-0.20-14.wcnf.xz,5267
pseudoBoolean_wt-normalized-factor-size=9-P=283-Q=293.opb.wcnf.xz,283
timetabling_wt-comp02.wcnf.xz,24
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.1_9.wcnf.xz,107667
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150.wcnf.xz,66
IMLIB-transfusion_85_52_8_1_2_5.wcnf.xz,0
rna-alignment_wt-k100-14-38.rna.pre.wcnf.xz,1953
max-realizability_wt-power-distribution_10_7.wcnf.xz,60
warehouses_wt-cap91.wcsp.wcnf.xz,7966472
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N240.wcnf.xz,13029842
qcp_wt-file_qc_wcnf_N10_H60_1.wcnf.xz,2
setcover_wt-rail507.wcnf.xz,177
MaxSATQueriesinInterpretableClassifiers_wt-twitter_train_5_CNF_4_10.wcnf.xz,14343
drmx-cryptogen_wt-wolfram72_1.wcnf.xz,9288
mpe_wt-random-net-240-1_network-7.net.wcnf.xz,219252
causal-discovery_wt-causal_n6_i2_N500_uai13_log_int.wcnf.xz,877436991
planning_wt-driverlog05cc.wcsp.dir.wcnf.xz,2659
ramsey_wt-ram_k3_n18.ra1.wcnf.xz,15621
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_5_ms_0_25_0_erm.wcnf.xz,506
drmx-cryptogen_wt-wolfram72_0.wcnf.xz,9288
planning_wt-bwt5cc.wcsp.wcnf.xz,866
drmx-cryptogen_wt-threshold128_1.wcnf.xz,811
abstraction-refinement_wt-polysite-lusearch.wcnf.xz,421456
BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf.xz,1394879690
relational-inference_wt-pa-3.wcnf.xz,1411
IMLIB-depressed_81_60_16_1_7_5.wcnf.xz,2
preference_planning_wt-WCNF_pathways_p02.wcnf.xz,3
spot5_wt-507.wcsp.log.wcnf.xz,27390
ITC-early-muni-fsps-spr17c.wcnf.xz,0
CSG_wt-CSG140-140-46.wcnf.xz,16960
relational-inference_wt-ar-2.wcnf.xz,394752
MaxSATQueriesinInterpretableClassifiers_wt-ionosphere_test_3_CNF_5_15.wcnf.xz,94
MinimumWeightDominatingSetProblem_wt-hugebubbles-00020.wcnf.xz,469941470
max-realizability_wt-power-distribution_11_5.wcnf.xz,126
synplicate_new-synplicate_synthetic_dag_run1_14_size_6_ms_0_25_0_erm.wcnf.xz,213
frb_wt-frb40-19-4.wcnf.xz,720
qcp_wt-file_qc_wcnf_N8_H38_1.wcnf.xz,2
af-synthesis_wt-af-synthesis_stb_50_160_9.wcnf.xz,113
af-synthesis_wt-af-synthesis_stb_50_20_8.wcnf.xz,120
ramsey_wt-ram_k3_n7.ra1.wcnf.xz,0
IMLIB-wdbc_32_16_16_1_2_5.wcnf.xz,4
rna-alignment_wt-k50-37-46.rna.pre.wcnf.xz,519
IMLIB-pima_44_24_16_1_6_5.wcnf.xz,4
synplicate-AutoTaxi-run4-ms_0_60_0.9569230769230769_erm.wcnf.xz,317
planning_wt-driverlog01cc.wcsp.dir.wcnf.xz,1106
planning_wt-driverlog09.wcsp.wcnf.xz,960
synplicate-TheoremProver-run2-ms_0_47_0.8962025316455696_erm.wcnf.xz,310
mpe_wt-random-net-100-2_network-1.net.wcnf.xz,87174
css-refactoring_wt-wikipedia.dimacs.wcnf.xz,42676
warehouses_wt-warehouse1.wcsp.wcnf.xz,730567
protein_ins_wt-3ebx_.1era_.g.wcnf.t.wcnf.xz,2517
MinimumWeightDominatingSetProblem_wt-soc-livejournal-user-groups.wcnf.xz,86090251
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_9_ms_0_25_0_erm.wcnf.xz,281
ramsey_wt-ram_k5_n18.ra1.wcnf.xz,0
MaxSATQueriesinInterpretableClassifiers_wt-titanic_test_9_CNF_4_10.wcnf.xz,245
metro_wt-metro_8_8_5_20_10_6_500_1_5.lp.sm-extracted.wcnf.xz,110
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N300_D0.200.wcnf.xz,8082075
BTBNSL_wt-Rounded_BTWBNSL_Horse.BIC_TWBound_2.wcnf.xz,452466275
auctions_wt-cat_sched_60_190_0001.txt.wcnf.xz,71645
spot5_wt-1405.wcsp.log.wcnf.xz,459415
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3.wcnf.xz,108
timetabling_wt-comp06.wcnf.xz,27
frb_wt-frb20-11-2.wcnf.xz,200
rna-alignment_wt-random-same-10.rna.pre.wcnf.xz,198
